Year,Biome,T_Treat,CO2,Pot_label,Genotype,Vcmax,Jmax,TPU,RMSE,Tleaf_mean
2022,1,T4,EC,ECT4-78,AAC_Grainland,108.2334042,239.4446523,14.24843319,3.596127065,24.93329004
2022,1,T4,EC,ECT4-79,AAC_Grainland,74.41636581,155.2273194,NA,2.979685101,24.91838823
2022,1,T4,EC,ECT4-80,AAC_Grainland,134.8642404,280.2848863,14.83687613,3.498532067,24.99942757
2022,1,T4,EC,ECT4-81,Transcend,,,,,
2022,1,T4,EC,ECT4-82,Transcend,,,,,
2022,1,T4,EC,ECT4-83,Transcend,,,,,
2022,1,T4,EC,ECT4-84,Transcend,,,,,
2022,1,T4,EC,ECT4-85,Transcend,109.9046164,244.2854386,14.74310056,5.398584402,24.95135975
2022,1,T4,EC,ECT4-86,Strongfield,78.02745003,187.0291072,NA,6.184839498,25.07561425
2022,1,T4,EC,ECT4-87,Strongfield,60.92334098,143.7289001,NA,1.946398308,25.03684902
2022,1,T4,EC,ECT4-88,Strongfield,70.33295812,160.1249022,10.41523183,4.268033677,24.89956025
2022,1,T4,EC,ECT4-89,Strongfield,108.5693668,231.9138569,13.07057306,3.750251783,24.99508561
2022,1,T4,EC,ECT4-90,Strongfield,,,,,
2022,1,T4,EC,ECT4-91,HY2136,81.96658344,178.6389619,NA,2.851443303,24.94142532
2022,1,T4,EC,ECT4-92,HY2136,104.7435451,229.8569836,NA,4.065864738,24.94939709
2022,1,T4,EC,ECT4-93,HY2136,75.22319627,167.3545554,11.5976052,2.796106034,24.98437868
2022,1,T4,EC,ECT4-94,HY2136,83.26318976,175.9247918,NA,2.740595079,25.03692411
2022,1,T4,EC,ECT4-95,HY2136,88.35332825,196.3165771,NA,4.610683436,24.97304671
2022,1,T4,EC,ECT4-96,BW5089,87.41408737,185.2956063,12.81599905,3.474532818,25.01328727
2022,1,T4,EC,ECT4-97,BW5089,83.21852313,191.4317271,12.07306235,3.372642861,24.91292177
2022,1,T4,EC,ECT4-98,BW5089,69.69274937,153.1319572,10.80372161,2.935533169,25.08685275
2022,1,T4,EC,ECT4-99,BW5089,90.53140087,192.121881,12.71825911,2.228398674,25.02387106
2022,1,T4,EC,ECT4-100,BW5089,77.26333063,158.2379117,NA,1.832401846,25.00377406
