Year,Biome,T_Treat,CO2,Pot_label,Genotype,Vcmax,Jmax,TPU,RMSE,Tleaf_mean
2022,3,T2,EC,ECT2-11,PT_4002,82.36256046,191.2994735,NA,4.910505941,25.01463658
2022,3,T2,EC,ECT2-12,PT_4002,95.35397374,220.3023626,13.75974315,4.251745833,25.00107003
2022,3,T2,EC,ECT2-13,PT_4002,88.69647758,208.1687186,13.94166735,7.235814689,25.07403374
2022,3,T2,EC,ECT2-14,PT_4002,89.66529064,203.0154955,NA,3.789527602,25.02925028
2022,3,T2,EC,ECT2-15,PT_4002,84.25776153,202.90704,13.72658251,3.501366369,24.99114418
2022,3,T2,EC,ECT2-16,AAC_Warman,77.56939628,174.3763625,11.84713798,3.621708567,24.96592767
2022,3,T2,EC,ECT2-17,AAC_Warman,53.31337408,101.6138284,7.195722105,1.641098108,24.9133922
2022,3,T2,EC,ECT2-18,AAC_Warman,83.71917657,179.6977473,11.68289735,5.908567206,25.0015666
2022,3,T2,EC,ECT2-19,AAC_Warman,94.628506,213.1034582,14.28436694,3.701807829,25.06917763
2022,3,T2,EC,ECT2-20,AAC_Warman,94.18984213,206.4836625,13.61607335,5.238871941,24.88656303
2022,3,T2,EC,ECT2-21,AAC_Leroy,52.24019747,112.8209372,8.00723514,1.185158178,24.91708429
2022,3,T2,EC,ECT2-22,AAC_Leroy,,,,,
2022,3,T2,EC,ECT2-23,AAC_Leroy,71.50731365,163.6364214,10.87385373,2.288187288,24.96021788
2022,3,T2,EC,ECT2-24,AAC_Leroy,89.57973276,212.7441058,13.75453048,3.834603008,25.03048883
2022,3,T2,EC,ECT2-25,AAC_Leroy,64.85533595,,9.416298085,1.663218718,24.89846856
2022,3,T2,EC,ECT2-26,AAC_Prevail,62.08641795,127.4938485,NA,5.399609222,25.09623201
2022,3,T2,EC,ECT2-27,AAC_Prevail,52.36859575,,6.642770277,1.606733549,24.99266897
2022,3,T2,EC,ECT2-28,AAC_Prevail,36.45474492,,4.975504349,2.338988996,25.00037853
2022,3,T2,EC,ECT2-29,AAC_Prevail,74.80311193,151.0272017,8.998393768,3.381982407,25.00490126
2022,3,T2,EC,ECT2-30,AAC_Prevail,74.66494278,145.5898089,NA,3.801548135,25.01213196
2022,3,T2,EC,ECT2-31,DT2030,103.348187,245.0998841,14.64443191,7.230243569,24.97758636
2022,3,T2,EC,ECT2-32,DT2030,127.0651343,240.8782804,13.28992132,3.344705798,24.99909024
2022,3,T2,EC,ECT2-33,DT2030,87.16135426,199.2829144,NA,2.787144941,24.95653629
2022,3,T2,EC,ECT2-34,DT2030,127.7303113,259.6905651,15.49248862,3.731993482,24.99892826
2022,3,T2,EC,ECT2-35,DT2030,94.9090643,198.2242853,11.7423451,1.838111365,24.89727429
2022,3,T2,EC,ECT2-36,AAC_Magnet,97.14322428,254.2403904,16.39066088,2.520056455,25.04224366
2022,3,T2,EC,ECT2-37,AAC_Magnet,78.44837026,174.6214744,12.12558178,3.686696149,24.95405184
2022,3,T2,EC,ECT2-38,AAC_Magnet,80.073437,177.5435361,11.90397202,1.993620699,24.95285592
2022,3,T2,EC,ECT2-39,AAC_Magnet,,,,,
2022,3,T2,EC,ECT2-40,AAC_Magnet,,,,,
2022,3,T2,EC,ECT2-41,AAC_Hodge,115.221252,213.0159451,14.05891503,4.52890563,24.99711951
2022,3,T2,EC,ECT2-42,AAC_Hodge,67.33471603,184.0813923,NA,6.371169196,25.00241593
2022,3,T2,EC,ECT2-43,AAC_Hodge,89.70436813,214.2965434,14.24091493,3.498880627,25.02550575
2022,3,T2,EC,ECT2-44,AAC_Hodge,109.0221441,266.8545637,15.45191562,3.358665583,24.99762126
2022,3,T2,EC,ECT2-45,AAC_Hodge,66.69632389,150.9342945,10.39501359,4.662451667,24.96197142
2022,3,T2,EC,ECT2-46,A1614_KE07,76.92944445,176.3230261,NA,4.039878004,24.96098205
2022,3,T2,EC,ECT2-47,A1614_KE07,84.48955335,184.6618184,11.76484453,6.4434183,24.9700214
2022,3,T2,EC,ECT2-48,A1614_KE07,62.52261314,130.4790987,NA,5.391629483,24.96803416
2022,3,T2,EC,ECT2-49,A1614_KE07,,,,,
2022,3,T2,EC,ECT2-50,A1614_KE07,90.05659039,194.1845113,11.58023904,2.944140893,24.93002592
2022,3,T2,EC,ECT2-51,Stettler,81.55142877,163.2097236,10.22501122,1.028084979,25.00070068
2022,3,T2,EC,ECT2-52,Stettler,87.50228048,208.1716543,12.68401375,6.856936555,24.99817687
2022,3,T2,EC,ECT2-53,Stettler,46.75136288,,6.33608636,1.629825915,24.99910858
2022,3,T2,EC,ECT2-54,Stettler,77.58210693,200.0987301,12.91765528,10.29212003,25.00079305
2022,3,T2,EC,ECT2-55,Stettler,77.96889371,171.8974123,11.52133201,6.153412808,25.08685902
2022,3,T2,EC,ECT2-56,AAC_Goodwin,70.65726142,167.1484259,NA,4.480046817,25.08679308
2022,3,T2,EC,ECT2-57,AAC_Goodwin,,,,,
2022,3,T2,EC,ECT2-58,AAC_Goodwin,79.76857861,195.1061924,13.30568224,3.046826967,24.94857529
2022,3,T2,EC,ECT2-59,AAC_Goodwin,75.13669775,152.680298,10.66992689,1.188509382,24.99855038
2022,3,T2,EC,ECT2-60,AAC_Goodwin,67.66069031,158.4111892,11.12928109,3.838811363,24.91658156
2022,3,T2,EC,ECT2-61,AAC_Concord,78.14712288,182.3397492,NA,3.616128617,25.04277391
2022,3,T2,EC,ECT2-62,AAC_Concord,81.91851282,184.7893202,NA,5.012890008,24.93909236
2022,3,T2,EC,ECT2-63,AAC_Concord,89.49013411,192.9197944,11.82370843,9.767789145,25.05099951
2022,3,T2,EC,ECT2-64,AAC_Concord,,,,,
2022,3,T2,EC,ECT2-65,AAC_Concord,82.70376501,160.4419596,9.692562236,1.225285287,25.09279404
2022,3,T2,EC,ECT2-66,AAC_Wheatland,,,,,
2022,3,T2,EC,ECT2-67,AAC_Wheatland,85.5971238,194.7821953,NA,1.966288046,25.03588985
2022,3,T2,EC,ECT2-68,AAC_Wheatland,78.5537351,175.4138938,11.71257408,3.668196519,25.04223183
2022,3,T2,EC,ECT2-69,AAC_Wheatland,70.15702889,147.3705935,NA,5.271000273,25.0642863
2022,3,T2,EC,ECT2-70,AAC_Wheatland,,,,,
2022,3,T2,EC,ECT2-71,DT2016,,,,,
2022,3,T2,EC,ECT2-72,DT2016,69.40642631,147.9861773,10.02859975,2.012926735,24.9133358
2022,3,T2,EC,ECT2-73,DT2016,73.65470394,150.9984977,10.64468616,1.971933761,25.1160574
2022,3,T2,EC,ECT2-74,DT2016,,,,,
2022,3,T2,EC,ECT2-75,DT2016,88.10328919,203.6785587,NA,2.940984534,24.95743152
2022,3,T2,EC,ECT2-76,AAC_Grainland,74.76015861,164.497613,NA,5.120747392,25.07079315
2022,3,T2,EC,ECT2-77,AAC_Grainland,60.82590373,126.8319588,8.203189981,1.700643182,24.8949791
2022,3,T2,EC,ECT2-78,AAC_Grainland,,,,,
2022,3,T2,EC,ECT2-79,AAC_Grainland,107.3765758,224.868828,NA,2.882363663,24.90676866
2022,3,T2,EC,ECT2-80,AAC_Grainland,83.9918442,159.6885201,10.80201364,2.856949071,24.99569679
2022,3,T2,EC,ECT2-81,Transcend,106.302608,214.8402242,12.14937726,5.598114817,24.99979348
2022,3,T2,EC,ECT2-82,Transcend,80.75551736,,9.529613066,4.757661113,25.00160669
2022,3,T2,EC,ECT2-83,Transcend,80.92232133,150.0287535,NA,4.02815682,24.92247704
2022,3,T2,EC,ECT2-84,Transcend,76.42990958,,9.770574716,4.65685928,24.99972833
2022,3,T2,EC,ECT2-85,Transcend,,,,,
2022,3,T2,EC,ECT2-86,Strongfield,72.53066709,172.6073399,NA,8.693929584,24.96012538
2022,3,T2,EC,ECT2-87,Strongfield,53.78086994,120.4444645,7.704110977,9.210288328,24.99836665
2022,3,T2,EC,ECT2-88,Strongfield,,,,,
2022,3,T2,EC,ECT2-89,Strongfield,53.77592887,126.2327,8.903143105,1.544380845,24.90175465
2022,3,T2,EC,ECT2-90,Strongfield,86.53763046,206.4982318,NA,2.976092231,24.94848401
2022,3,T2,EC,ECT2-91,HY2136,90.88650067,248.7237542,15.61681398,8.465223919,25.00135873
2022,3,T2,EC,ECT2-92,HY2136,,,,,
2022,3,T2,EC,ECT2-93,HY2136,78.1962089,163.7000106,11.55141035,3.821907643,24.93324457
2022,3,T2,EC,ECT2-94,HY2136,121.9248589,178.8991177,NA,9.779186549,24.99787651
2022,3,T2,EC,ECT2-95,HY2136,121.1151684,236.0850124,14.2323519,1.650192263,24.99675352
2022,3,T2,EC,ECT2-96,BW5089,88.76191845,189.4606919,NA,2.696995814,24.99914311
2022,3,T2,EC,ECT2-97,BW5089,58.96870958,126.5244034,NA,1.553883664,25.0332519
2022,3,T2,EC,ECT2-98,BW5089,99.15014415,214.696213,13.67224293,2.555767414,24.91509656
2022,3,T2,EC,ECT2-99,BW5089,88.12924112,186.6392744,12.40845374,3.169535393,24.90724611
2022,3,T2,EC,ECT2-100,BW5089,89.46960738,200.1443565,12.66782576,0.84176077,24.99961447
2022,2,T4,AC,ACT4 - R1,Brandon,63.60007246,124.1612724,7.719852868,2.322819141,24.89819976
2022,2,T4,AC,ACT4 - R2,Brandon,90.10054484,188.5368764,11.94092092,2.612020978,25.05474636
2022,2,T4,AC,ACT4 - R3,Brandon,83.73788283,,9.371551923,4.749122918,25.00300043
2022,2,T4,AC,ACT4 - R4,Brandon,,,,,
2022,2,T4,AC,ACT4 - R5,Brandon,64.91802431,145.255058,9.945175531,5.269961832,25.00181481
2022,2,T4,AC,ACT4-1,Brandon,,,,,
2022,2,T4,AC,ACT4-2,Brandon,60.98022478,141.9210635,10.02543563,7.709736142,24.96546268
2022,2,T4,AC,ACT4-3,Brandon,73.10735209,170.2564198,11.00828198,3.361656752,24.90463726
2022,2,T4,AC,ACT4-4,Brandon,,,,,
2022,2,T4,AC,ACT4-5,Brandon,54.2706183,116.8072008,NA,9.198741762,24.99465673
2022,2,T4,AC,ACT4-6,BW1094,85.66201435,170.8193286,NA,2.67704251,24.97545024
2022,2,T4,AC,ACT4-7,BW1094,84.4442967,174.7406715,11.36816202,1.68982913,25.00088147
2022,2,T4,AC,ACT4-8,BW1094,106.029929,241.4357624,14.11319502,3.374379068,24.94135607
2022,2,T4,AC,ACT4-9,BW1094,59.11439336,126.4317992,NA,2.729717533,24.87801402
2022,2,T4,AC,ACT4-9,BW1094,103.6847023,224.3474241,NA,2.742017536,24.91772703
2022,2,T4,AC,ACT4-10,BW1094,86.82755005,175.3037209,11.30283161,1.876983482,24.88955634
2022,2,T4,AC,ACT4-11,PT_4002,109.2648206,317.1016454,NA,8.525291237,24.9022289
2022,2,T4,AC,ACT4-12,PT_4002,,,,,
2022,2,T4,AC,ACT4-13,PT_4002,91.93198201,199.6260279,11.79384267,2.21244015,24.8849174
2022,2,T4,AC,ACT4-14,PT_4002,93.49568109,203.2758614,13.1895748,3.024861824,25.07805266
2022,2,T4,AC,ACT4-15,PT_4002,107.8661421,338.5720169,NA,7.482118588,25.09034647
2022,2,T4,AC,ACT4-16,AAC_Warman,82.56137215,176.1612877,NA,4.754593342,24.9713004
2022,2,T4,AC,ACT4-17,AAC_Warman,81.41752192,181.8743304,11.26257695,5.365426293,25.00798607
2022,2,T4,AC,ACT4-18,AAC_Warman,97.36317601,223.5912127,NA,4.305933117,25.06361989
2022,2,T4,AC,ACT4-20,AAC_Warman,106.0884029,244.7914116,NA,6.836618903,24.92247309
2022,2,T4,AC,ACT4-21,AAC_Leroy,97.93013958,159.482956,NA,3.180962789,25.10679068
2022,2,T4,AC,ACT4-22,AAC_Leroy,133.2432699,267.5753493,14.5476368,3.395358385,24.99967495
2022,2,T4,AC,ACT4-23,AAC_Leroy,69.87652088,134.8988263,NA,2.399053184,25.05036109
2022,2,T4,AC,ACT4-24,AAC_Leroy,101.5511808,,11.45354303,10.77862927,24.99948442
2022,2,T4,AC,ACT4-25,AAC_Leroy,90.16305829,,10.87748015,3.458643585,24.9801975
2022,2,T4,AC,ACT4-26,AAC_Prevail,98.25021158,218.7424582,14.02392243,3.638691372,24.96110681
2022,2,T4,AC,ACT4-27,AAC_Prevail,76.28532847,127.0559293,8.247937173,5.515175993,24.9991669
2022,2,T4,AC,ACT4-28,AAC_Prevail,88.04729512,193.5060061,11.96430031,3.093757036,24.93420764
2022,2,T4,AC,ACT4-29,AAC_Prevail,90.82092301,179.0385229,12.00519054,3.03686017,25.0126979
2022,2,T4,AC,ACT4-30,AAC_Prevail,81.08246944,174.0665227,11.28050022,2.395375826,25.04257039
2022,2,T4,AC,ACT4-31,DT2030,84.15400622,184.3595419,12.08065157,6.073525328,24.99931534
2022,2,T4,AC,ACT4-32,DT2030,,,,,
2022,2,T4,AC,ACT4-33,DT2030,80.88238904,176.8788662,11.89131184,4.537254371,24.9060545
2022,2,T4,AC,ACT4-34,DT2030,,,,,
2022,2,T4,AC,ACT4-35,DT2030,58.75778755,130.0789468,NA,4.187835766,25.0221965
2022,2,T4,AC,ACT4-36,AAC_Magnet,99.27752853,369.1317745,NA,6.420928788,25.22850391
2022,2,T4,AC,ACT4-37,AAC_Magnet,,,,,
2022,2,T4,AC,ACT4-38,AAC_Magnet,89.37166588,189.0726808,12.41131867,3.511425659,24.95257773
2022,2,T4,AC,ACT4-39,AAC_Magnet,83.9473453,208.7716406,13.36100594,4.983054454,25.05854579
2022,2,T4,AC,ACT4-40,AAC_Magnet,97.22234372,251.1164551,NA,6.128837801,24.91364506
2022,2,T4,AC,ACT4-41,AAC_Hodge,98.5587013,221.7542222,13.61375419,3.104301204,24.95286029
2022,2,T4,AC,ACT4-42,AAC_Hodge,127.294293,372.318135,NA,7.754246251,24.88190338
2022,2,T4,AC,ACT4-43,AAC_Hodge,86.11349407,172.684489,11.18500394,2.838596088,24.91290828
2022,2,T4,AC,ACT4-44,AAC_Hodge,91.79830141,157.6208432,NA,11.95164023,25.00076469
2022,2,T4,AC,ACT4-45,AAC_Hodge,87.31766549,194.0545812,NA,4.791462228,24.95794364
2022,2,T4,AC,ACT4-46,A1614_KE07,116.473808,236.1344585,12.81917005,4.053578138,25.00237309
2022,2,T4,AC,ACT4-47,A1614_KE07,86.55049307,173.4753234,10.58662174,2.701595759,25.00019868
2022,2,T4,AC,ACT4-48,A1614_KE07,77.57873005,166.0989248,10.74987907,3.181150451,24.88144847
2022,2,T4,AC,ACT4-49,A1614_KE07,85.47271987,154.5513075,10.09013487,12.2242375,25.00305863
2022,2,T4,AC,ACT4-50,A1614_KE07,73.62902812,175.5304068,11.2361534,6.161371313,25.00408832
2022,2,T4,AC,ACT4-51,Stettler,79.59116611,142.0964786,9.86354293,3.789393987,24.88209711
2022,2,T4,AC,ACT4-52,Stettler,,,,,
2022,2,T4,AC,ACT4-53,Stettler,73.06272165,164.5742701,11.20686454,5.585025374,25.09597492
2022,2,T4,AC,ACT4-54,Stettler,68.61266222,160.125872,11.11499797,3.264789184,25.14056873
2022,2,T4,AC,ACT4-55,Stettler,,,,,
2022,2,T4,AC,ACT4-56,AAC_Goodwin,79.77226306,138.425462,7.624962844,1.984966128,24.99650147
2022,2,T4,AC,ACT4-57,AAC_Goodwin,,,,,
2022,2,T4,AC,ACT4-58,AAC_Goodwin,94.19327604,250.0608733,NA,6.607571361,25.13072082
2022,2,T4,AC,ACT4-59,AAC_Goodwin,85.64548041,287.7290354,NA,6.404184658,24.99211243
2022,2,T4,AC,ACT4-60,AAC_Goodwin,,,,,
2022,2,T4,AC,ACT4-61,AAC_Concord,99.67638159,211.562745,12.59047553,3.672213309,24.94660432
2022,2,T4,AC,ACT4-62,AAC_Concord,83.55952234,274.9248482,NA,6.721307211,25.08180482
2022,2,T4,AC,ACT4-63,AAC_Concord,97.36785713,204.3885663,12.84684537,3.588729664,24.99951363
2022,2,T4,AC,ACT4-64,AAC_Concord,97.88715905,191.743113,11.63367541,4.750094087,25.00082015
2022,2,T4,AC,ACT4-65,AAC_Concord,106.7352048,259.1912866,NA,6.213526476,24.91468784
2022,2,T4,AC,ACT4-66,AAC_Wheatland,86.0822801,185.3577338,11.30731911,3.193433169,24.96768924
2022,2,T4,AC,ACT4-67,AAC_Wheatland,94.49785816,206.2985965,13.04773204,3.634001117,24.94166107
2022,2,T4,AC,ACT4-68,AAC_Wheatland,78.88457702,191.0806155,NA,6.24027326,24.9274935
2022,2,T4,AC,ACT4-69,AAC_Wheatland,104.7998174,,14.52374405,3.617327188,24.94080639
2022,2,T4,AC,ACT4-70,AAC_Wheatland,83.11062534,180.9249933,11.51485127,2.437436305,25.09114456
2022,2,T4,AC,ACT4-71,DT2016,,,,,
2022,2,T4,AC,ACT4-72,DT2016,83.57014712,203.5715635,12.30405078,11.55925139,24.99520754
2022,2,T4,AC,ACT4-73,DT2016,66.45032213,154.5139278,NA,3.904524287,24.95307432
2022,2,T4,AC,ACT4-74,DT2016,,,,,
2022,2,T4,AC,ACT4-75,DT2016,77.80530974,171.724681,11.9573149,6.216741771,24.96133872
2022,2,T4,AC,ACT4-76,AAC_Grainland,,,,,
2022,2,T4,AC,ACT4-77,AAC_Grainland,85.0759194,169.382483,NA,3.175641985,24.88920389
2022,2,T4,AC,ACT4-78,AAC_Grainland,103.0497282,151.9788277,9.310318585,9.012384564,24.99299061
2022,2,T4,AC,ACT4-79,AAC_Grainland,103.2437634,208.6490147,13.00544152,4.071479158,24.97094404
2022,2,T4,AC,ACT4-80,AAC_Grainland,81.24421792,173.7768087,NA,4.503472889,25.01629135
2022,2,T4,AC,ACT4-81,Transcend,,,,,
2022,2,T4,AC,ACT4-82,Transcend,63.73740117,134.3689433,NA,4.189127496,24.98435279
2022,2,T4,AC,ACT4-83,Transcend,65.90516565,143.0812242,NA,3.861265819,24.99025658
2022,2,T4,AC,ACT4-84,Transcend,60.66738158,141.9946917,NA,2.957164393,24.94543893
2022,2,T4,AC,ACT4-85,Transcend,,,,,
2022,2,T4,AC,ACT4-86,Strongfield,65.47940428,142.2487382,10.24376609,4.582641511,24.89207127
2022,2,T4,AC,ACT4-88,Strongfield,83.39639103,178.4081026,NA,3.80264259,24.92426831
2022,2,T4,AC,ACT4-89,Strongfield,,,,,
2022,2,T4,AC,ACT4-90,Strongfield,72.19650245,116.493716,8.571764449,2.70171193,24.96907125
2022,2,T4,AC,ACT4-91,HY2136,,,,,
2022,2,T4,AC,ACT4-92,HY2136,101.104109,227.9028772,NA,6.913224259,25.02402687
2022,2,T4,AC,ACT4-93,HY2136,77.32492952,162.881682,10.30631342,4.236384538,25.10506855
2022,2,T4,AC,ACT4-94,HY2136,85.6555429,129.4717746,8.35484325,4.136842358,25.02963025
2022,2,T4,AC,ACT4-95,HY2136,111.5263347,247.0028785,14.35766809,3.979075969,24.88089875
2022,2,T4,AC,ACT4-96,BW5089,76.30363808,163.6588666,NA,2.271091159,24.89220605
2022,2,T4,AC,ACT4-97,BW5089,97.02209365,161.4886918,9.231274282,14.77178583,24.99837388
2022,2,T4,AC,ACT4-98,BW5089,83.26239583,182.1107667,11.02263179,4.696497602,25.08953653
2022,2,T4,AC,ACT4-99,BW5089,77.77645411,152.4540864,10.43061509,2.974447209,24.91730567
2022,2,T4,AC,ACT4-100,BW5089,99.98029025,,9.835720938,12.43637328,25.00327115
2022,1,T4,EC,ECT4 - R1,Brandon,98.19695476,217.6781171,12.6440496,10.29970086,25.00090239
2022,1,T4,EC,ECT4 - R2,Brandon,69.70198051,149.8359174,9.619489383,2.844216803,24.94237493
2022,1,T4,EC,ECT4 - R3,Brandon,59.82995842,141.7018791,9.615848892,3.773873178,25.00065351
2022,1,T4,EC,ECT4 - R4,Brandon,78.68242071,156.5287489,10.60643606,1.216855527,24.9940837
2022,1,T4,EC,ECT4 - R5,Brandon,59.0581527,133.8377876,8.928690115,5.815114058,24.98115976
2022,1,T4,EC,ECT4-1,Brandon,85.77563602,181.7693353,11.47027566,3.421789492,24.85720512
2022,1,T4,EC,ECT4-2,Brandon,86.62617207,183.2954192,11.29952277,3.222669866,24.90709686
2022,1,T4,EC,ECT4-3,Brandon,53.8597648,92.50047763,6.17933474,9.467277708,25.00130369
2022,1,T4,EC,ECT4-4,Brandon,104.3514463,240.6897282,14.2231656,5.701937984,24.99929271
2022,1,T4,EC,ECT4-5,Brandon,59.89067854,129.7930062,NA,2.183356266,24.91133458
2022,1,T4,EC,ECT4-6,BW1094,69.32114403,141.6507584,NA,3.200510394,24.95582771
2022,1,T4,EC,ECT4-7,BW1094,86.2564231,173.4794812,NA,3.205305111,24.92272949
2022,1,T4,EC,ECT4-8,BW1094,72.45769409,151.5207662,10.39864406,2.614709781,24.95506273
2022,1,T4,EC,ECT4-9,BW1094,97.29664913,213.9350851,12.79265251,2.855223827,24.91070134
2022,1,T4,EC,ECT4-10,BW1094,58.77686961,130.3855385,NA,4.449109886,25.00465652
2022,1,T4,EC,ECT4-11,PT_4002,102.6152904,195.9138221,12.72566332,11.76840059,24.99869738
2022,1,T4,EC,ECT4-12,PT_4002,104.8896702,232.937283,14.05105985,3.450752787,24.93158613
2022,1,T4,EC,ECT4-13,PT_4002,95.47474425,195.4920639,11.74259622,3.366760196,24.84560858
2022,1,T4,EC,ECT4-14,PT_4002,65.00679573,154.1123801,10.71145622,1.083259666,24.9270683
2022,1,T4,EC,ECT4-15,PT_4002,106.7211547,246.6683957,14.62936968,3.854811959,24.90043259
2022,1,T4,EC,ECT4-16,AAC_Warman,89.58655884,187.5999282,11.47708915,3.808728505,24.88081565
2022,1,T4,EC,ECT4-17,AAC_Warman,87.7650902,184.0596919,12.28204597,2.456411635,24.9150986
2022,1,T4,EC,ECT4-18,AAC_Warman,102.3350571,213.2148649,13.74924778,4.05685398,24.9350323
2022,1,T4,EC,ECT4-19,AAC_Warman,83.5980186,173.5466327,NA,4.006017184,24.99436501
2022,1,T4,EC,ECT4-20,AAC_Warman,88.79840872,185.5347677,11.83628288,3.171495082,24.89142105
2022,1,T4,EC,ECT4-21,AAC_Leroy,88.50870951,175.2692058,NA,3.086576572,24.93363217
2022,1,T4,EC,ECT4-22,AAC_Leroy,75.91125677,147.4719388,NA,4.37139787,24.9889664
2022,1,T4,EC,ECT4-23,AAC_Leroy,96.73074493,201.755901,NA,2.54217595,24.87898554
2022,1,T4,EC,ECT4-24,AAC_Leroy,65.36959287,111.592901,NA,10.92473774,24.99798996
2022,1,T4,EC,ECT4-25,AAC_Leroy,72.02466836,148.5141816,NA,3.129630727,25.0731941
2022,1,T4,EC,ECT4-26,AAC_Prevail,80.12025843,157.0913976,10.73299703,2.110747259,24.90830476
2022,1,T4,EC,ECT4-27,AAC_Prevail,78.05829202,159.7468275,NA,3.395669403,24.94598034
2022,1,T4,EC,ECT4-28,AAC_Prevail,93.71831539,183.6858364,NA,3.79292687,25.03132193
2022,1,T4,EC,ECT4-29,AAC_Prevail,94.13642291,149.8813684,NA,3.5358027,25.04758862
2022,1,T4,EC,ECT4-30,AAC_Prevail,87.5228509,182.5270036,11.13404731,3.101698077,24.88870158
2022,1,T4,EC,ECT4-31,DT2030,64.16529447,134.4164178,NA,3.026912611,24.98778943
2022,1,T4,EC,ECT4-32,DT2030,73.07673144,164.1866644,NA,7.198661111,26.55221009
2022,1,T4,EC,ECT4-33,DT2030,,,,,
2022,1,T4,EC,ECT4-34,DT2030,110.5019412,221.8189975,12.63803829,3.896169509,25.00176599
2022,1,T4,EC,ECT4-35,DT2030,67.91232779,142.0993477,NA,3.512401849,24.97330815
2022,1,T4,EC,ECT4-36,AAC_Magnet,80.4312074,172.8564837,11.66575997,2.452114811,24.90453012
2022,1,T4,EC,ECT4-37,AAC_Magnet,94.23592743,199.3725609,NA,2.792160344,24.91166796
2022,1,T4,EC,ECT4-38,AAC_Magnet,84.63047141,179.8249729,11.60678889,2.622871259,24.91502448
2022,1,T4,EC,ECT4-39,AAC_Magnet,100.4446926,231.8837599,14.78833045,3.490227749,24.89183903
2022,1,T4,EC,ECT4-40,AAC_Magnet,80.18484483,163.7830581,11.16075953,3.767870491,24.96785804
2022,1,T4,EC,ECT4-41,AAC_Hodge,89.26492399,197.5185328,NA,1.710190301,25.01186861
2022,1,T4,EC,ECT4-42,AAC_Hodge,81.60189428,174.477951,11.679962,2.098958245,24.95020717
2022,1,T4,EC,ECT4-43,AAC_Hodge,84.54707151,186.192921,12.26458599,1.99911548,24.88314165
2022,1,T4,EC,ECT4-44,AAC_Hodge,92.33522463,209.1201932,NA,3.376377422,24.97005149
2022,1,T4,EC,ECT4-45,AAC_Hodge,76.98666948,164.0817244,11.23609369,2.00527446,24.87595393
2022,1,T4,EC,ECT4-46,A1614_KE07,66.15460711,155.4440131,NA,3.670465314,24.97839928
2022,1,T4,EC,ECT4-47,A1614_KE07,78.25332364,178.3170392,NA,5.967109694,24.94596236
2022,1,T4,EC,ECT4-48,A1614_KE07,75.13860059,159.4013052,9.895889979,3.108860202,24.97621059
2022,1,T4,EC,ECT4-49,A1614_KE07,87.26082573,189.7602948,11.69635186,3.841397571,24.92799677
2022,1,T4,EC,ECT4-50,A1614_KE07,,,,,
2022,1,T4,EC,ECT4-51,Stettler,67.59370533,146.6395928,NA,3.206647021,24.89406899
2022,1,T4,EC,ECT4-52,Stettler,81.28011604,166.0309726,NA,3.011589306,24.88315092
2022,1,T4,EC,ECT4-53,Stettler,58.56200161,131.8957501,9.519719132,2.475405501,24.92757225
2022,1,T4,EC,ECT4-54,Stettler,63.11224252,137.8829102,NA,3.730879069,24.94854913
2022,1,T4,EC,ECT4-55,Stettler,58.56023442,135.1819455,NA,5.248693129,24.98580157
2022,1,T4,EC,ECT4-56,AAC_Goodwin,70.3201308,160.1006637,11.28197167,1.961651761,25.11553778
2022,1,T4,EC,ECT4-57,AAC_Goodwin,81.63741306,177.6085206,11.98212402,2.037514872,25.02181918
2022,1,T4,EC,ECT4-58,AAC_Goodwin,61.09581438,140.2957133,9.64523591,2.688921327,24.92590046
2022,1,T4,EC,ECT4-59,AAC_Goodwin,84.39891047,191.4808897,12.58777956,2.694072234,24.95057678
2022,1,T4,EC,ECT4-60,AAC_Goodwin,102.2707283,246.366782,14.41199728,1.941407571,24.99952026
2022,1,T4,EC,ECT4-61,AAC_Concord,95.08709294,197.2527344,12.42725881,2.769725967,24.91946564
2022,1,T4,EC,ECT4-62,AAC_Concord,84.91572822,190.6884736,NA,6.681661412,24.90913555
2022,1,T4,EC,ECT4-63,AAC_Concord,84.66531634,173.337587,11.62237811,2.858448735,24.97267219
2022,1,T4,EC,ECT4-64,AAC_Concord,84.45581837,176.6543855,NA,4.197718233,25.0588522
2022,1,T4,EC,ECT4-65,AAC_Concord,94.75093098,192.7437137,12.24148898,5.246226187,25.02717127
2022,1,T4,EC,ECT4-66,AAC_Wheatland,93.7831325,205.3655304,13.02134388,4.015993719,24.94068745
2022,1,T4,EC,ECT4-67,AAC_Wheatland,75.7057118,162.0094741,10.61585155,1.478605605,24.92870767
2022,1,T4,EC,ECT4-68,AAC_Wheatland,74.16957662,163.4222935,NA,4.218327216,25.04480798
2022,1,T4,EC,ECT4-69,AAC_Wheatland,98.28119678,222.2588465,13.85667994,3.791718298,24.89889472
2022,1,T4,EC,ECT4-70,AAC_Wheatland,83.45547797,159.4534383,NA,13.3114181,25.00227134
2022,1,T4,EC,ECT4-71,DT2016,,,,,
2022,1,T4,EC,ECT4-72,DT2016,,,,,
2022,1,T4,EC,ECT4-73,DT2016,,,,,
2022,1,T4,EC,ECT4-74,DT2016,,,,,
2022,1,T4,EC,ECT4-75,DT2016,,,,,
2022,1,T4,EC,ECT4-76,AAC_Grainland,84.66280598,156.4594644,10.15538485,3.159785641,25.0037241
2022,1,T4,EC,ECT4-77,AAC_Grainland,87.29469723,142.3023142,10.20461941,2.346634845,25.03098706
